title,"Reference type",Citation,"Concluding Remarks",License,ID,UUID,"Original Publication","Publication Area","Publication Language","Year of Publication",Abstract,"Access Date","Accession Number","Alternate Title",Author,"Date Published",DOI,"ISBN Number","ISSN Number",Issue,Keywords,Label,License,Notes,Number,"Number of Pages","Number of Volumes","Place Published","Short Title",URL,Volume
"Dual-use in volunteer operations? Attitudes of computer science students regarding the establishment of a cyber security volunteer force",Miscellaneous,"Dual-use in volunteer operations? Attitudes of computer science students regarding the establishment of a cyber security volunteer force. (2023). https://doi.org/10.3929/ethz-b-000611034",,,182,0d63c3c4-d028-4c80-8dd3-dcac43bc832d,,"Dual-use cybersecurity",,2023,"The digitalisation of critical infrastructure has increased the risk of large-scale cyber incidents. In contrast to the management of conventional emergencies by established civil protection organisations involving volunteers in Germany, few response capacities exist for these events. The concept of a volunteer force for cyber security could close this protection gap. However, such involvement also poses practical and ethical challenges. By conducting interviews with computer science students (N = 11), this paper analyses potential volunteers’ attitudes towards ethical implications of a cyber volunteer force, as well as practical aspects that might motivate or hinder their participation. A qualitative content analysis reveals that students are largely unaware of potential dilemmas connected to vulnerabilities handling and national cybersecurity interests. Ethical guidelines and means of motivating and encouraging potential volunteers are discussed.",,,,,,10.3929/ethz-b-000611034,,,,,,,"While the findings cannot be generalised due to the small
unrepresentative sample, the study contributes first insights
related to volunteering in cases of IT incidents from potential volunteers’ perspectives and interesting aspects that should be explored in larger studies and compared with attitudes of IT security professionals. We derive implications for aspects that could be used to motivate potential volunteers to participate and suggest misconceptions and fears that should be addressed.",,,,,,https://www.research-collection.ethz.ch/bitstream/handle/20.500.11850/611034/4/9788366675896.pdf#page=69,
"EMERGING DUAL-USE TECHNOLOGIES AND GLOBAL SUPPLY CHAIN COMPLIANCE",Miscellaneous,"EMERGING DUAL-USE TECHNOLOGIES AND GLOBAL SUPPLY CHAIN COMPLIANCE. (2018). https://doi.org/10.1007/978-94-007-1168-6)",,,188,05b3ee69-8788-46dd-911f-d8ba82129e5f,,"Dual-use cybersecurity",,2018,"With the progress of technologies for telecommunication, synthetic biology, chemistry, additive manufacturing and nanoscale processes, many opportunities arise, allowing more effective and innovative production and the achievement of results with great potential both on the technical and commercial sides. At the same time however, rapid technological developments may create opportunities and vulnerabilities that can be exploited for illicit procurement activities seeking sensitive items for proliferation programmes. The strategic trade control framework should evolve with the same pace. Enforcement and traceability of intangible technology transfer controls may become much more challenging, while at the same time improved approaches to internal compliance must be developed by suppliers and technology holders.",,,,,,10.1007/978-94-007-1168-6),,,,,,,"Increased and smarter awareness is a key to a successful control of possible sensitivities, save the need to not unduly hinder research and development, as well as licit trade.",,,,,,https://media.superevent.com/documents/20181109/8f69660c6877a27468249829713be243/id324-sevini_paper.pdf,
"Targeting in the Cyber Domain: Legal Challenges Arising from the Application of the Principle of Distinction to Cyber Attacks",Miscellaneous,"Targeting in the Cyber Domain: Legal Challenges Arising from the Application of the Principle of Distinction to Cyber Attacks. (2015). https://doi.org/10.2307/26441253",,,189,db53ae36-6adc-4196-8c54-874b5bd02106,,"Dual-use cybersecurity",,2015,"the conduct of hostilities via cyberspace poses many issues regarding the application of international humanitarian law. Cyberspace should be considered as a sui generis battlefield when it comes to the study of the applicable law. The present contribution aims to identify some of the key issues arising from the application of the law of targeting to cyber operations in the context of an armed conflict, focusing exclusively on the application of the principle of distinction. The principle of distinction -the cornerstone on which humanitarian law stands - today is shrouded in uncertainty in the context of cyber operations.",,,,,,10.2307/26441253,,,,,,,"The key threshold of attack, the definition of military objective and the targeting of dual-use cyber infrastructures and digital data are some key issues that need to be further developed in the context of cyber operations. Finally, with regard to targetable individuals, the status of cyber combatants, cyber levée en masse and the notion of direct participation in cyber ostilities, are underdeveloped legal concepts and need particular interpretation in the context of cyber operations. The complete lack of international jurisprudence and the embryonic state practice on the emerging field of cyber warfare call for the principle of distinction and the relevant provisions of lex lata to be assessed on a humanitarian basis and re-conceptualized in light of the warfare reality",,,,,,https://www.jstor.org/stable/26441253,
"ADVANCING HUMAN-RIGHTS-BY-DESIGN IN THE DUAL-USE TECHNOLOGY INDUSTRY",Miscellaneous,"ADVANCING HUMAN-RIGHTS-BY-DESIGN IN THE DUAL-USE TECHNOLOGY INDUSTRY. (2018). https://doi.org/10.2307/26552332",,,191,29bcdd25-8817-470e-9cc4-100d45aeb534,,"Dual-use cybersecurity",,2018,"Citizen Lab published research analyzing the use of Internet filtering technology in ten countries of interest: Afghanistan, Bahrain, India, Kuwait, Pakistan, Qatar, Somalia, Sudan, United Arab Emirates, and Yemen.1 In these countries, technology produced by a company called Netsweeper is implemented by national-level, consumer-facing Internet Service Providers (ISPs) to filter online content. Choices made by Netsweeper have a significant impact on the types of websites that users ina given country can ultimately access.",,,,,,10.2307/26552332,,,,,,,"Citizen Lab concluded that these uses of Netsweeper’s technology were likely contrary to international human rights law.2 They appeared to constitute impermissible restrictions on, among other rights, freedom of opinion and expression, minority rights, and protections against discrimination enshrined in the Universal Declaration of Human Rights and the International Covenant on Civil and Political Rights.",,,,,,https://www.jstor.org/stable/26552332,
"Defence and Security: New Issues and Impacts",Miscellaneous,"James, A. (2019). Defence and Security: New Issues and Impacts. https://doi.org/10.1007/978-3-030-04370-4_13 (Original work published 2019)",,,194,72538e60-6393-4d90-ba70-7603cb840057,,"Dual-use cybersecurity",,2019,"After 9/11 foresight studies show a shift in security thinking away from a focus on state-centric threats towards a much broader view of security risks recently. This expanded perspective includes risks presented by the vulnerability of European society to the failure of critical infrastructure, to pandemics, environmental change and resource-based conflicts. The chapter places a particular emphasis on the treatment of technological change in these defence and security foresight studies and argues that the growing importance of dual-use technologies is likely to mean that defence will play a declining role as a sponsor and lead user of advanced technologies in the future.",,,,"Andrew James",2019,10.1007/978-3-030-04370-4_13,,2570-1509,,,,,"Rémi Barré has rightly observed that “The objective, themes and content of a foresight have specific meaning and Nowhere is more true than in the field of defence and security foresight. Defence and security represent distinct epistemic and policy communities. Risk is the lens through which these policy communities view the world and this is reflected in the often pessimistic character of the visions of the future that emerge from defence and security foresight exercises. Many of the foresight exercises are essentially closed activities that draw upon expertise from within the policy community (although in some exercises there have been attempts to “reach out” to broader expertise). Like all policy fields, there are strong vested interests, and the proper role of defence and security in Europe is controversial and contested. The meaning and intention of security and defence foresight activities are deserving of further academic scrutiny.",,,,,,https://link.springer.com/chapter/10.1007/978-3-030-04370-4_13,
"Coordinated Disclosure of Dual-Use Capabilities: An Early Warning System for Advanced AI",Miscellaneous,"Coordinated Disclosure of Dual-Use Capabilities: An Early Warning System for Advanced AI. (2024). https://doi.org/10.48550/arXiv.2407.01420",,,195,7f2fbdfc-8211-4373-b88e-620169bea5cf,,"Dual-use cybersecurity",,2024,"Advanced AI systems may be developed which exhibit capabilities that present significant risks to public safety or security. They may also exhibit capabilities that may be applied defensively in a wide set of domains, including (but not limited to) developing societal resilience against AI threats. We propose Coordinated Disclosure of Dual-Use Capabilities (CDDC) as a process to guide early information-sharing between advanced AI developers, US government agencies, and other private sector actors about these capabilities. The process centers around an information clearinghouse (the ""coordinator"") which receives evidence of dual-use capabilities from finders via mandatory and/or voluntary reporting pathways, and passes noteworthy reports to defenders for follow-up (i.e., further analysis and response). This aims to provide the US government, dual-use foundation model developers, and other actors with an overview of AI capabilities that could significantly impact public safety and security, as well as maximal time to respond.",,,,,,10.48550/arXiv.2407.01420,,,,,,,"We make several recommendations:
1. Congress should assign a coordinator within the US government to receive and distribute
reports on dual-use AI capabilities (“DUC reports”). This should be paired with strengthened reporting requirements for DUCs.
2. Either the President via Executive Order or Congress via legislation should assign agency leads for working groups of “defender” agencies—agencies that receive DUC reports from the coordinator and act on them.
3. Congress should fund the US AI Safety Institute to build capacity for wider government involvement in model evaluations (by enabling agencies to directly perform evaluations, or audit or otherwise be involved in company-run evaluations).
4. National Institute of Standards and Technology (NIST) or alternatively, a non-governmental organization such as Carnegie Mellon University’s Software Engineering Institute (CMU SEI) or the Frontier Model Forum (FMF) ) should lead efforts with AI developers, relevant agencies, and third parties to develop common language for DUC reporting and triage.
5. DUFM developers should establish clear policies and intake procedures for independent researchers reporting dual-use capabilities, based on Vulnerability Reporting Policies.
6. DUFM developers should maintain incident response plans for DUCs and build working relationships with defenders in government and relevant non-governmental organizations.
7. DUFM developers should collaborate with working groups (once such groups are developed) to identify capabilities that could help defenders, which can be shared via the
CDDC infrastructure.",,,,,,https://arxiv.org/abs/2407.01420,
"Proportionality in cyber targeting",Miscellaneous,"Roscini, M. (2019). Proportionality in cyber targeting. https://doi.org/10.4324/9781315111759-8 (Original work published)",,,196,971e7fdf-63cc-4c29-b991-71f14c619aa0,,"Dual-use cybersecurity",,2019,"The proportionality calculation in a cyber operation that shuts down a dual-use power station, will have to factor in both the loss of the civilian function performed by the installation, with consequent negative repercussions on its civilian users, and the fact that the malware might infect other computer systems. Cyber operations present both opportunities and dangers for the principle of proportionality in attack.",,,,"Marco Roscini",2019-05-15,10.4324/9781315111759-8,,,,,,,"On the one hand, their potentially less damaging character might offer a better means to minimise incidental damage to civilians and civilian property, which can be seen in the context of the trend towards effects-based warfare. On the other hand, the interconnectivity of military and civilian networks raises the question of the uncontrolled spreading of malware to other computers and networks, which might be difficult to predict and therefore to avoid or minimise.",,,,,,https://www.taylorfrancis.com/chapters/edit/10.4324/9781315111759-8/proportionality-cyber-targeting-marco-roscini,
"Emerging security technologies – an uncharted field for the EU",Miscellaneous,"Calcara, A., Csernatoni, R., & Lavallée, C. (2020). Emerging security technologies – an uncharted field for the EU. https://doi.org/10.4324/9780429351846-1 (Original work published)",,,202,f531e67c-e5c4-4cb0-bb49-06ed4b6c5f05,,"Dual-use cybersecurity",,2020,"The Introduction first clarifies this new wave of technological innovation to explore the implications for human–machine relations, especially in the security sector, emphasising the characteristics of these emerging technologies and the main ethical and legal concerns, as well as their definitional challenges. Finally, it provides a comprehensive view of the distinctive European Union policy-making process and its impact on the governance of emerging security technologies.",,,,"Antonio Calcara, Raluca Csernatoni, Chantal Lavallée",2020-06-10,10.4324/9780429351846-1,,,,,,,"This confluence has important dual-use applications for both civilian and military objectives and contributes to the blurring division as well as mutual transfers between the civilian and military sectors. Technological advancements are also frequently accompanied by stark warnings from critics and technophobes alike, going as far as crediting them with science fiction and dystopic scenarios that will change the future of humanity.",,,,,,https://www.taylorfrancis.com/chapters/edit/10.4324/9780429351846-1/introduction-antonio-calcara-raluca-csernatoni-chantal-lavall%C3%A9e,
"Collision Between Military Artificial Intelligence And Civilian Artificial Intelligence",Miscellaneous,"Collision Between Military Artificial Intelligence And Civilian Artificial Intelligence. (2023). https://doi.org/10.9790/0661-2506013848",,,203,b1c39d4e-2c97-48b2-98f3-5ef3c96d70b6,,"Dual-use cybersecurity",,2023,"This research paper provides a critical analysis of the intersection between military artificial intelligence (AI), which is primarily focused on strategic defence purposes, and civilian AI, which primarily seeks to improve quality of life and economic productivity. This paper undertakes a thorough examination of contemporary advancements, regulatory structures, moral deliberations, and worldwide obstacles to delve into the multifaceted characteristics of artificial intelligence (AI technologies. Specifically, it investigates the inherent duality of these technologies and the complexities that emerge when their military and civilian applications intersect. This statement elucidates the ethical dilemmas presented by autonomous weapons, the cyber security risks arising from the incorporation of artificial intelligence (AI) into vital infrastructure, and the worldwide disparities in AI capacities.",,,,,,10.9790/0661-2506013848,,,,,,,"In summary, the convergence of military and civilian artificial intelligence (AI) represents a smallerscale representation of the wider range of challenges presented by the progression of contemporary technology.
While the primary objective of military artificial intelligence (AI) is to protect and secure nations, civilian AI
focuses on improving and augmenting various aspectsof everyday life. Nevertheless, the technologies in question
possess a neutral nature, subject to the influence of the individuals responsible for their creation and
implementation. The convergence of military and civilian artificial intelligence (AI) development necessitates a
proactive response that emphasises a sophisticated, ethically rooted, and globally collaborative approach to
governing AI.",,,,,,https://www.researchgate.net/publication/375910900,
"Government Strategy in Supporting Dual Use Technology Product Development on Defense Industry in Indonesia",Miscellaneous,"Government Strategy in Supporting Dual Use Technology Product Development on Defense Industry in Indonesia. (2023). https://doi.org/10.17762/sfs.v10i2S.808",,,204,0da0b6ea-ddf6-443e-87ef-6b9a13ff76a6,,"Dual-use cybersecurity",,2023,"Product Development of military and non-military become a must choice by defense industry to endure in facing challenge on need of unsustainable military product. If a defense industry only depends on production of military product, there is risk that defense industry will experience point of saturated. In overcoming the problem, the defense industry must own the function as Dual Use between defense sector and economy sector. Defense industry in increasing its independence uses the proposed strategy to reach the economy scale from its own manufactured products. This study aim to analyze the contribution opportunity of government strategy in supporting the development of military and non-military product (Dual Use Technology) on defense industry in Indonesia.",,,,,,10.17762/sfs.v10i2S.808,,,,,,,"The type of research is analysis of qualitative descriptive through data collection techniques by using bibliography, observation as well as interview to a number of leader organizations in the Ministry of Defense, Ministry of Finance as well as some principal of Industrial State-Owned Enterprises Strategic (BUMNIS) in Indonesia, academics as well as experts on the field of research. Research results show that a need of governance performance improvements on financing internal defense, especially Domestic Loan and Foreign Loan as well proper policy of incentive fiscal in supporting economics scale in defense industry. Therefore, the writers conclude and provide possible suggestions that can be useful as material consideration for government strategy on developing dual use technology products in Indonesia.",,,,,,https://sifisheriessciences.com/journal/index.php/journal/article/view/808,
"Nexus of Advanced Technology Platforms for Strengthening Cyber-Defense Capabilities",Miscellaneous,"Vaseashta, A. (2022). Nexus of Advanced Technology Platforms for Strengthening Cyber-Defense Capabilities. https://doi.org/10.3233/NHSDP220003 (Original work published)",,,206,ee7a8cd4-2a61-44a3-a5e4-7c3349217c03,,"Dual-use cybersecurity",,2022,"The spectrum of current threat vectors is far more complex now than ever before. The current threat vectors are kinetic, asymmetric, dual-use, and hybrid, which renders it difficult to assess and, even, distinguish from a routine event. The threats not only jeopardize the security posture but also cyber defense capabilities, the very line of defense that is designed to protect against such threats. Countering threat vectors in multiple domains, viz., social, physical, and informational, is a major challenge and requires technology augmentation to assess, act and thwart such persistent and pervasive threats.",,,,"Ashok Vaseashta",2022-09-21,10.3233/NHSDP220003,,1874-6276,,,,,"The use of artificial intelligence (AI), machine learning (ML), data analytics (DA), and deep learning (DL) provides tools that enhance cyber defense capabilities. In addition, certain initiatives on decision support systems to enhance resiliency, such as heuristics expert elicitations and analysis, and also capacity building through technology accelerator networks are discussed to enhance capacity and capability in support of cyber-defense. The use of technology platforms can present certain challenges, which are described.",,,,,,https://ebooks.iospress.nl/volumearticle/60903,
"Information Technology for Peace and Security – Introduction and Overview",Miscellaneous,"Reuter, C. (2019). Information Technology for Peace and Security – Introduction and Overview. https://doi.org/10.1007/978-3-658-25652-4_1 (Original work published 2019)",,,208,6311159e-af56-4d72-aee9-44dba01e2cb2,,"Dual-use cybersecurity",,2019,"Technological and scientific progress, especially the rapid development in information technology (IT), plays a crucial role regarding questions of peace and security. This textbook addresses the significance, potentials and challenges of IT for peace and security.",,,,"Christian Reuter",2019,10.1007/978-3-658-25652-4_1,,,,,,,"For this purpose, the book offers an introduction to peace, conflict, and security research, thereby focusing on natural science, technical and computer science perspectives. In the following, it sheds light on fundamentals (e.g. IT in peace, conflict and security, naturalscience/ technical peace research), cyber conflicts and war (e.g. information warfare, cyber espionage, cyber defence, Darknet), cyber peace (e.g. dual-use, technology assessment, confidence and security building measures), cyber arms control (e.g. arms control in the cyberspace, unmanned systems, verification), cyber attribution and infrastructures (e.g. attribution of cyber attacks, resilient infrastructures, secure critical information infrastructures), culture and interaction (e.g. safety and security, cultural violence, social media), before an outlook is given. This chapter provides an overview of all chapters in this book.",,,,,,https://link.springer.com/chapter/10.1007/978-3-658-25652-4_1,
"Human Enhancement Technologies and the Possible
Dual Use in Cognitive Warfare",Miscellaneous,"Human Enhancement Technologies and the PossibleDual Use in Cognitive Warfare. (2023). Retrieved from https://www.sto.nato.int/publications/STO%20Meeting%20Proceedings/STO-MP-HFM-361/MP-HFM-361-P18.pdf",,,209,e25276b6-9320-464a-9229-fb902ef5955d,,"Dual-use cybersecurity",,2023,"Emerging scientific frontiers in genome editing and brain - computer interfaces (BCIs) promise unparalleled advancements in human health and cognitive capacities. Genome editing, with its potential to modify genetic sequences, might one day enhance traits including cognitive function. Concurrently, BCIs, enabling direct brain-device interplay, present prospects in cognitive enhancement such as amplified memory or learning rates. Yet, as the horizons of these technologies expand, so too do the ethical quagmires, chiefly, the dual-use dilemma in cognitive warfare. There is potential for these technologies to uplift society, offering enhanced cognitive abilities and a new echelon of human capability.",,,,,,,,,,,,,"Conversely, their weaponization in cognitive warfare could be two-fold: creation of genetically superior individuals or the intentional cognitive degradation of adversaries. Such malevolent uses might range from deploying genome-edited viruses targeting specific cognitive traits to using BCIs for information theft or remote control. While the paper delves deep into these dimensions, it underscores that societal and technological safeguards could be instrumental in curbing misuse in cognitive warfare. As these technologies burgeon, it becomes imperative to balance their promise with robust ethical considerations, ensuring their deployment for societal benefit rather than detriment.",,,,,,https://www.sto.nato.int/publications/STO%20Meeting%20Proceedings/STO-MP-HFM-361/MP-HFM-361-P18.pdf,
"The GPT Dilemma: Foundation Models and the Shadow of Dual-Use",Miscellaneous,"The GPT Dilemma: Foundation Models and the Shadow of Dual-Use. (2024). https://doi.org/10.48550/arXiv.2407.20442",,,210,c455f39d-44ca-4ce3-a0be-40f069038415,,"Dual-use cybersecurity",,2024,"This paper examines the dual-use challenges of foundation models and the consequent risks they pose for international security. As artificial intelligence (AI) models are increasingly tested and deployed across both civilian and military sectors, distinguishing between these uses becomes more complex, potentially leading to misunderstandings and unintended escalations among states. The broad capabilities of foundation models lower the cost of repurposing civilian models for military uses, making it difficult to discern another state's intentions behind developing and deploying these models. As military capabilities are increasingly augmented by AI, this discernment is crucial in evaluating the extent to which a state poses a military threat. Consequently, the ability to distinguish between military and civilian applications of these models is key to averting potential military escalations. T",,,,,,10.48550/arXiv.2407.20442,,,,,,,"The paper analyzes this issue through four critical factors in the development cycle of foundation models: model inputs, capabilities, system use cases, and system deployment. This framework helps elucidate the points at which ambiguity between civilian and military applications may arise, leading to potential misperceptions. Using the Intermediate-Range Nuclear Forces (INF) Treaty as a case study, this paper proposes several strategies to mitigate the associated risks. These include establishing red lines for military competition, enhancing information-sharing protocols, employing foundation models to promote international transparency, and imposing constraints on specific weapon platforms. By managing dual-use risks effectively, these strategies aim to minimize potential escalations and address the trade-offs accompanying increasingly general AI models.",,,,,,https://arxiv.org/abs/2407.20442,
"The Intersection and Governance of Artificial Intelligence and
Cybersecurity",Miscellaneous,"The Intersection and Governance of Artificial Intelligence andCybersecurity. (2020). Retrieved from https://www.researchgate.net/publication/341412701",,,214,c3248789-9f2c-4b3e-8fb0-fb82d4fb0e54,,"Dual-use cybersecurity",,2020,"As individuals, businesses and governments increasingly rely on digital devices and IT, cyber attacks have increased in number, scale and impact and the attack surface for cyber attacks is expanding. First, this paper lists some of the characteristics of the cybersecurity and AI landscape that are relevant to policy and governance. Second, the paper reviews the ways that AI may affect cybersecurity: through vulnerabilities in AI models and by enabling cyber offence and defense. Third, it surveys current governance and policy initiatives at the level of international and multilateral institutions, nation-states, industry and the computer science and engineering communities. Finally, it explores open questions and recommendations relevant to key stakeholders including the public, computing community and policymakers. Some key issues include the extent to which international law applies to cyberspace, how AI will alter the offencedefense balance, boundaries for cyber operations, and how to incentivize vulnerability disclosure.",,,,,,,,,,,,,"In summary, some notable features of cyberspace are increased digitization brings increased consequences of cyber attacks, it is vast and differentiated, technologies are dual-use and easily available, attribution is challenging, there are no clear boundaries on behavior, and attackers currently have the advantage. AI will affect cybersecurity
through vulnerabilities in AI models and by enabling cyber offence and defense. Overall, there is a lack of rules and norms in cyberspace, especially at the international level, and efforts to build resilient systems should be accompanied by attempts to curb actor behavior",,,,,,https://www.researchgate.net/publication/341412701,
"Cybersecurity Threats in Military Robotic and Autonomous Systems",Miscellaneous,"Borges, J., & Rosado, D. P. (2023). Cybersecurity Threats in Military Robotic and Autonomous Systems. https://doi.org/10.1007/978-3-031-59167-9_20 (Original work published 2024)",,,218,08212a53-37b1-4ed0-8668-9933b7a7c3f9,,"Dual-use cybersecurity",,2023,"The Russia-Ukraine war emphasised how digital technology and the information domain increasingly integrate into modern battlefields. The military strategy began using Robotic and Autonomous Systems (RASs) to enhance tactical and strategic advantages over conventional weaponry and kinetic military action. Evolution in these circumstances increased dependence on cyberspace, algorithms, automation, and robots, creating new opportunities and challenges. Using military RASs in physical warfare can provide relevant operational advantages and open new vulnerabilities, increasing a system attack surface. This research examines military RAS cybersecurity threats, potential vulnerabilities affecting the attack surface, and the importance of responsible and precise technical innovation.",,,,"José Borges, David Pascoal Rosado",2024,10.1007/978-3-031-59167-9_20,,2367-3370,,,,,"It is concluded that technological innovation in these systems must comply with cyber and broad security by design principles, military needs, and the rules of war. Military and political leaders must make educated decisions to maximise gains and minimise risks from complex combat technologies, with the military leadership promoting the revision of doctrine to accommodate new technologies on the battlefield.",,,,,,https://link.springer.com/chapter/10.1007/978-3-031-59167-9_20,
"IT in Peace, Conflict, and Security Research",Miscellaneous,"Reuter, C., Aldehoff, L., Riebe, T., & Kaufhold, M.-A. (2019). IT in Peace, Conflict, and Security Research. https://doi.org/10.1007/978-3-658-25652-4_2 (Original work published 2019)",,,219,6ff37fb5-6787-4e36-a819-d991fbfe6a21,,"Dual-use cybersecurity",,2019,"Advances in science and technology play a crucial role in the context of peace, conflict and security. As information technology (IT) is becoming omnipresent, this includes both the resilience of IT infrastructures e.g. as a target in cases of conflict and the role of IT applications to prevent and manage conflicts, crises and disasters. This chapter is an introduction to IT and its role in war and peace, in conflicts and crises as well as in safety and security. Based on those connections a new field of research has emerged: IT peace research.",,,,"Christian Reuter, Larissa Aldehoff, Thea Riebe, Marc-André Kaufhold",2019,10.1007/978-3-658-25652-4_2,,,,,,,"this chapter provides an overview of the interdisciplinary concepts of peace, conflict and security. In addition, the research disciplines computer science and peace and conflict studies as the basis of IT peace research are explained. Moreover, the chapter focuses on the specific research topics of IT peace research and presents the institutionalised research landscape in Germany.",,,,,,https://link.springer.com/chapter/10.1007/978-3-658-25652-4_2,
"Cybersecurity and Outer Space: Learning from Connected Challenges",Miscellaneous,"Falcão Serra, J. (2021). Cybersecurity and Outer Space: Learning from Connected Challenges. https://doi.org/10.1007/978-3-030-80023-9_6 (Original work published 2021)",,,220,eab46dd8-7d79-44f2-8f96-a438424182b3,,"Dual-use cybersecurity",,2021,"Humanity is increasingly dependent on space assets, as most critical infrastructure relies on space systems. At the same time, space operations are entirely cyberspace dependent, and space systems present a set of unique challenges that make them especially attractive for hackers. Nevertheless, the national regulatory systems for cyber activities are still underdeveloped, and has a consequence there is still a of lack of proposals for the regulation of cyberspace at the international level.",,,,"João Falcão Serra",2021,10.1007/978-3-030-80023-9_6,,1868-5307,,,,,"When the time comes to embark on this path, there are negotiation processes in other areas that provided important lessons and that allow not to make unnecessary mistakes. Due to the close relationship between activities in space and cyberspace, which present similar challenges and share others, it is important to analyse and learn from the processes of regulating conventional military activities in outer space. One major lesson is that only a soft law instrument will succeed. Another lesson is that the proponents should not overestimate the aggregating power of a soft law instrument. Lastly, the EU has an advantage to take the lead in the establishment of international norms of behaviour in cybersecurity, as the European bloc inherently deals with this issue on an international level.",,,,,,https://link.springer.com/chapter/10.1007/978-3-030-80023-9_6,
"Verification in Cyberspace",Miscellaneous,"Reinhold, T., & Reuter, C. (2019). Verification in Cyberspace. https://doi.org/10.1007/978-3-658-25652-4_12 (Original work published 2019)",,,221,de84da24-11c6-471d-82e4-e41327aef1ab,,"Dual-use cybersecurity",,2019,"The chapter describes these peculiarities and assesses distinguishing problems compared to selected verification measures for nuclear, biological and chemicals weapons technology. Yet, cyberspace is a human-made domain and adjusting its technical setting, rules and principles may help to reduce the threat of ongoing militarisation. Offering some alternatives, the chapter elaborates on suitable and measurable parameters for this domain and presents potentially useful verification approaches.",,,,"Thomas Reinhold, Christian Reuter",2019,10.1007/978-3-658-25652-4_12,,,,,,,"Verification is one of the pillars of arms control and non-proliferation treaties as well as an important part of confidence building measures. It defines practical measures that enable treaty members to check the treaty compliance by observing, counting or monitoring specific actions and their accordance with the respective rules. In contrast to historical examples of former military technologies, cyberspace features some unique characteristics making it hard to apply established measures.",,,,,,https://link.springer.com/chapter/10.1007/978-3-658-25652-4_12,
"Military Mobility: Ambition versus Reality",Miscellaneous,"Military Mobility: Ambition versus Reality. (2022). https://doi.org/10.37105/sd.173",,,222,cfdc88d6-5ba7-4bc2-b60a-239bc722c93b,,"Dual-use cybersecurity",,2022,"this paper deals with military mobility, which in recent years has become one of the strategic priorities for both the North Atlantic Treaty Organization (NATO) and the European Union (EU). The authors argue that the ability to quickly transport soldiers and military equipment over long distances across member states’ territories is a prerequisite for an effective and rapid military response by the allies. An analysis of the achievements to date shows that the European Union is one of the key actors in identifying and eliminating existing barriers and initiating necessary infrastructure construction. Simultaneously, close cooperation with the North Atlantic Treaty Organization in this area allows the parties involved to achieve synergies.",,,,,,10.37105/sd.173,,,,,,,"This paper analyzes the results achieved in the light of the assumed objectives. Simultaneously, elements that hinder military mobility and perspectives of the development of the studied issue are indicated.",,,,,,https://sd-magazine.eu/index.php/sd/article/view/173,
"Dual-use Research and Trade Controls: Opportunities and Controversies",Miscellaneous,"Dual-use Research and Trade Controls: Opportunities and Controversies. (2017). Retrieved from https://strategictraderesearch.org/wp-content/uploads/2017/09/Dual-use-Research-and-Trade-Controls-Opportunities-and-Controversies-1.pdf",,,223,f2eead0a-f45f-46d0-9e36-642850e88a4c,,"Dual-use cybersecurity",,2017,"This article intends to clarify the role of trade controls in relation to dual-use research, stimulate the debate on the possible contribution of trade controls to the broader governance of sensitive research, and inspire ways to achieve this in practice. First, the article discusses the different interpretations of the term dual-use research by highlighting its relevance in the context of for export controlled research activities. Second, the article explores why there is a nexus between trade controls and research. In this regard, the added value and known shortcomings
connected to trade control implementation is presented.",,,,,,,,,,,,,"The article discusses the European and American experience in implementing trade controls to research activities. In addition, by the recent European Commission (EC) proposal for the review of the dual-use regulation.
Finally, the article presents a typology of measures presently governing dual-use research while highlighting their synergetic value when applied in combination with trade controls.",,,,,,https://strategictraderesearch.org/wp-content/uploads/2017/09/Dual-use-Research-and-Trade-Controls-Opportunities-and-Controversies-1.pdf,
"Security of Supply: The Determinants of State
Intervention in Emerging Technology Sectors",Miscellaneous,"Security of Supply: The Determinants of StateIntervention in Emerging Technology Sectors. (2020). Retrieved from https://www.asiaglobalinstitute.hku.hk/storage/app/media/AsiaGlobal%20Papers/security-of-supply-the-determinants-of-state-intervention-in-emerging-technology-sectors.pdf",,,225,dbb7b6d4-5cb0-4a83-bf72-56e7c8d8ae41,,"Dual-use cybersecurity",,2020,"this paper outlines the variables that shape government decisions to intervene via trade policy and investment rules in these markets",,,,,,,,,,,,,"We have presented a conceptual framework to examine the factors that drive state intervention in dual-use technology industries. From our perspective, much of the existing
literature emphasizes technological determinism that fails to examine the political economy imperatives associated with government intervention – from state-firm relations to
bureaucratic politics. Although we argue that an industry’s technological characteristics are worthy of examination, it is also important to understand an industry’s market structure, a country’s domestic structure, existing international regimes and the structure of the international system. Each of these elements, both by themselves and taken together,
influence state intervention in high-technology industries",,,,,,https://www.asiaglobalinstitute.hku.hk/storage/app/media/AsiaGlobal%20Papers/security-of-supply-the-determinants-of-state-intervention-in-emerging-technology-sectors.pdf,
